param_set,Nb,N,u_per_site,Gs,n_shared_mutations
10473_rep0,29,7055430952,2.535246023159789e-09,930,3
10474_rep0,91,2916674405,7.96831796530861e-09,5314,11
10475_rep0,5,338477759,1.0532481810458791e-09,4809,1
10476_rep0,9,846243310,6.513759793296474e-09,3787,3
10477_rep0,230,1309653828,1.5844999892375463e-09,6297,4
10478_rep0,1,5038106860,5.002519211241765e-09,2106,1
10479_rep0,41,183169880,2.0818152581795878e-09,8027,3
1047_rep0,95,147973428,2.6334632979694262e-09,703,4
10480_rep0,24,211195723,5.462797433795445e-09,4075,3
10481_rep0,583,4354771724,2.36574408568431e-09,6048,17
10482_rep0,4,1130735144,7.393886496241387e-09,503,6
10483_rep0,104,974631153,1.732220235434115e-09,9591,3
10484_rep0,190,391919416,8.0966682214307e-09,8297,16
10485_rep0,10,2533127864,1.1138818377165992e-09,1836,1
10486_rep0,34,6120772174,3.4656771779604127e-09,7496,2
10487_rep0,1,168305352,2.5790028228174773e-09,2588,2
10488_rep0,50,100962963,6.027295395913318e-09,2272,2
10489_rep0,1,8786341908,1.392389097584863e-09,7803,1
1048_rep0,2,119039024,5.896438896680976e-09,4738,4
10490_rep0,284,2363999592,4.415799645496996e-09,3370,24
10492_rep0,2,592646001,3.784437174232466e-09,5556,6
10493_rep0,175,1615765157,2.751971426863467e-09,4509,6
10494_rep0,15,4045490100,8.766994857382886e-09,8825,8
10495_rep0,998,264014991,1.177306164437406e-09,1288,19
10496_rep0,64,261171613,8.800628127481954e-09,5772,10
10497_rep0,1,4003010916,1.1830674809491123e-09,4342,1
10498_rep0,366,1597023625,3.764680859016087e-09,9925,35
1049_rep0,155,7768681037,1.4105452278137851e-09,5396,2
104_rep0,5,153730105,8.055646873616751e-09,5207,4
10500_rep0,3,480416828,4.432434640680588e-09,1631,5
10501_rep0,129,2349081057,1.892860714435084e-09,8473,1
10502_rep0,19,8721044172,5.996240025221926e-09,3005,5
10503_rep0,729,100241687,1.3866745327263871e-09,7069,12
10504_rep0,29,166543210,3.482638773460036e-09,8000,3
10505_rep0,519,6054932801,2.58889828203071e-09,2084,14
10506_rep0,5,2503075106,8.064029866033694e-09,6324,6
10508_rep0,227,968493274,7.430617669385607e-09,4797,20
10509_rep0,9,1123939897,1.7387447682577063e-09,5297,1
1050_rep0,13,2014081880,4.528411319358068e-09,1156,4
10510_rep0,40,4323680148,5.440380478440773e-09,941,1
10512_rep0,593,181247351,4.976747902914376e-09,2610,31
10513_rep0,24,4983870140,2.073271820664936e-09,7523,2
10514_rep0,106,1294082267,6.538296135449458e-09,1814,7
10516_rep0,10,336343158,7.926713785836421e-09,9607,2
10517_rep0,188,2899069716,1.0490027363570728e-09,515,2
10518_rep0,1,7004995345,3.293326371194953e-09,6031,3
10519_rep0,33,144438787,2.547654634490863e-09,4063,1
1051_rep0,864,549110208,1.8532585035622725e-09,8929,21
10520_rep0,1,115544207,6.103162263375761e-09,1261,5
10521_rep0,50,7540669638,1.4640190389403996e-09,8804,3
10522_rep0,7,2028845073,4.6849683814916395e-09,4536,3
10523_rep0,287,553140047,1.9244313647476627e-09,5578,6
10524_rep0,174,678237251,4.117969389323297e-09,6722,9
10525_rep0,2,1386689713,3.1094738955994116e-09,3353,1
10526_rep0,980,3471940608,9.99528186631428e-09,7815,108
10527_rep0,15,302144684,1.2926473162552516e-09,2289,1
10528_rep0,4,293529387,3.823551942571776e-09,3937,2
10529_rep0,79,3374138736,2.900835992856165e-09,6137,7
1052_rep0,54,695610464,3.685333957864951e-09,7635,2
10530_rep0,26,1446753308,9.28147641959412e-09,699,7
10531_rep0,449,707363768,1.2058079826103466e-09,9405,9
10532_rep0,44,502491594,5.692880646942061e-09,8377,5
10534_rep0,251,8489344092,4.369640136823082e-09,7320,11
10535_rep0,10,130126700,1.787258695694506e-09,2794,2
10536_rep0,412,140382692,8.538091642302388e-09,2492,75
10537_rep0,6,6806855153,1.1249393590710262e-09,7631,1
10538_rep0,73,3023402545,3.547149768961825e-09,3247,3
1053_rep0,1,1422222625,2.800671413838865e-09,2488,2
10540_rep0,17,759745696,5.336285230601179e-09,5394,3
10541_rep0,680,1175695079,2.233504603731607e-09,4739,16
10542_rep0,3,5611748371,7.011014665055801e-09,8930,3
10543_rep0,121,204038472,1.715346987782552e-09,1155,1
10544_rep0,8,235259695,6.899360312780547e-09,6963,5
10545_rep0,306,4850561734,1.6220794647637724e-09,3131,5
10546_rep0,1,1015084726,5.0518601941096705e-09,8676,3
10547_rep0,54,875003585,2.195445478691029e-09,1447,4
10548_rep0,865,406231371,3.2485201372034612e-09,266,35
10549_rep0,13,2625847782,2.4041513812386564e-09,9819,2
1054_rep0,305,3431179129,8.951024167173421e-09,6844,37
10550_rep0,154,5905079115,7.521268721540722e-09,4158,16
10551_rep0,2,162363837,1.0290837626779978e-09,5975,2
10552_rep0,96,112482525,4.774303296436651e-09,9365,7
10553_rep0,4,9788051669,2.0298838041389343e-09,738,2
10554_rep0,541,2121916263,6.4583829485312104e-09,5171,57
10555_rep0,22,433867755,1.4871334965465783e-09,4903,1
10556_rep0,2,614375020,9.436415022449564e-09,3606,5
10559_rep0,219,254659223,2.952552661971187e-09,7875,4
10560_rep0,9,244639696,4.217189941395859e-09,811,2
10561_rep0,239,3784873230,1.8348211830072254e-09,9283,5
10562_rep0,1,1742721817,5.75954330972121e-09,5005,2
10563_rep0,43,633799095,1.3556147752207275e-09,5118,2
10564_rep0,490,451944905,8.997232073087122e-09,6570,60
10565_rep0,30,2191744678,1.2323834434536152e-09,3514,1
10566_rep0,87,9391181572,3.885939027886556e-09,7986,5
10568_rep0,135,156045031,7.197596256570527e-09,3059,13
10569_rep0,3,5723369777,1.6555017980621394e-09,7045,1
1056_rep0,1,285876666,3.9691086132920965e-09,519,2
10570_rep0,773,2733737464,5.320856775314523e-09,1346,43
10571_rep0,18,418904106,2.2596571085200223e-09,8729,1
10572_rep0,1,911864100,3.625324945980565e-09,9756,2
10574_rep0,5,4657226877,8.47425811059949e-09,5864,2
10575_rep0,347,227793175,1.143295216692825e-09,4201,3
10576_rep0,2,197784425,7.747787994326134e-09,7530,6
10577_rep0,164,5394010850,1.0076980969641224e-09,2545,3
10578_rep0,16,1212179059,3.191791867957435e-09,6775,1
10579_rep0,932,790837725,2.4241978445631434e-09,3329,30
1057_rep0,40,3286141420,3.0021046273954762e-09,9604,1
10580_rep0,53,362184963,5.22726677576098e-09,4627,5
10581_rep0,1,3151157299,2.1404315968712637e-09,5438,3
10582_rep0,304,6589787929,6.810110366822515e-09,1092,23
10583_rep0,7,134765810,1.628226787451578e-09,9021,2
10584_rep0,178,126192863,3.952973768601069e-09,6239,7
10585_rep0,11,8154339452,3.04147316161035e-09,3884,1
10586_rep0,31,1900972487,9.515104683320765e-09,9477,8
10588_rep0,22,730552686,6.29655023191634e-09,1800,5
10589_rep0,623,1506845279,1.5387695264687623e-09,8333,19
1058_rep0,9,1465587607,9.639416033419809e-09,4059,10
10590_rep0,4,3268903505,4.792393767682203e-09,2856,3
10591_rep0,112,281672633,2.0036244377791637e-09,7228,3
10592_rep0,715,311871232,5.8735525691e-09,8915,48
10593_rep0,17,3618092771,1.4288794474346476e-09,1218,2
10594_rep0,128,1342675424,4.470836851009568e-09,5641,4
10595_rep0,3,651188893,1.8603736435808294e-09,4444,1
10596_rep0,6,536103093,3.6712068719969642e-09,3455,4
10597_rep0,389,1949859523,2.8367627705978987e-09,6669,12
10598_rep0,1,7775727987,8.836094287166259e-09,2362,2
1059_rep0,227,716566151,1.2473132396336771e-09,6035,3
105_rep0,363,7449248118,1.0417936937873714e-09,4859,5
10600_rep0,1,149196756,5.605961601633098e-09,7412,2
10601_rep0,46,7296947411,2.305398918239496e-09,2653,2
10602_rep0,9,2808269325,7.303091185036303e-09,8208,5
10603_rep0,266,322707431,1.7538099220962395e-09,1906,6
10604_rep0,75,811248593,8.346134377488462e-09,414,5
10605_rep0,4,1243206389,1.0805546446058407e-09,9661,2
10606_rep0,427,5141468356,3.4384689260127123e-09,3991,11
10607_rep0,27,188563471,2.599330340242337e-09,6113,3
10608_rep0,36,218333387,3.3817780220571102e-09,2021,1
10609_rep0,2,4465395241,2.4594023022728983e-09,8092,1
1060_rep0,92,487190943,6.321390585818896e-09,7522,9
10610_rep0,209,1078505404,7.905657315020827e-09,3698,28
10611_rep0,13,938275830,1.0615543022464323e-09,6367,1
10612_rep0,3,372086640,6.684554008968597e-09,5225,4
10613_rep0,101,2427354457,1.5440761565632302e-09,4879,1
10614_rep0,21,6300125001,4.941153770375569e-09,9080,4
10615_rep0,573,171830545,2.107753123730289e-09,995,11
10616_rep0,14,104477773,9.649045328125681e-09,4404,12
10617_rep0,817,9003221317,1.3273655960703101e-09,5680,8
10618_rep0,2,2255123649,4.167240115658867e-09,251,1
10619_rep0,147,465110362,3.101211914299738e-09,9881,7
1061_rep0,5,1786334525,1.5189386664249144e-09,2611,1
10620_rep0,322,562893486,4.54287551329184e-09,8546,14
10621_rep0,7,1548077857,1.967478844452612e-09,1549,1
10622_rep0,57,4166954695,6.204668999978589e-09,7171,3
10624_rep0,295,265456856,3.573382355934476e-09,6340,12
10625_rep0,7,4069008640,2.712182010480889e-09,3744,3
10626_rep0,52,1571256838,8.601366596282572e-09,8061,5
10628_rep0,16,454432939,7.094841951352483e-09,889,2
10629_rep0,904,2221855170,1.695068549378991e-09,9205,12
1062_rep0,516,8561193311,4.855196871447203e-09,8272,31
10630_rep0,2,9219945176,5.400005679328513e-09,4773,2
10631_rep0,160,105982568,2.207144282683005e-09,5351,5
10632_rep0,4,175472835,9.214532659154553e-09,9989,3
10633_rep0,115,6380094409,1.2145762233798162e-09,124,2
10634_rep0,23,2375633692,3.796032401003762e-09,5784,2
10635_rep0,643,367629386,2.9218721258486644e-09,4281,25
10636_rep0,32,949651243,4.318666710749169e-09,2982,5
10637_rep0,2,1101985343,1.8083419121254346e-09,7122,1
10638_rep0,183,4409427560,5.626384561030773e-09,1577,14
10639_rep0,11,213801555,1.375609866978909e-09,8498,3
1063_rep0,29,131229172,1.995497021041878e-09,1813,3
10640_rep0,85,184649406,6.390209061365302e-09,4551,8
10641_rep0,5,5077022834,1.50300884233615e-09,5514,1
10642_rep0,479,1270273048,4.7239790393469185e-09,1323,31
10643_rep0,30,821084637,2.051512571137181e-09,8790,2
10644_rep0,1,318841782,4.012268203058698e-09,7764,1
10645_rep0,41,2748432984,2.970634719787163e-09,2312,1
10646_rep0,8,7389567761,9.378770233733728e-09,6696,6
10647_rep0,233,152359235,1.2823314241455999e-09,3408,9
10649_rep0,356,7962897298,2.172003872715065e-09,8255,10
1064_rep0,730,141731279,7.648710587668699e-09,3357,54
10650_rep0,1,1921096003,6.973975607340052e-09,2624,3
10651_rep0,63,523796338,1.604728163201891e-09,7461,3
10652_rep0,791,666489129,7.568528202499272e-09,6009,164
10654_rep0,140,3533046980,3.2688817321464783e-09,9553,6
10656_rep0,21,277653822,8.150023773308254e-09,3224,5
10657_rep0,556,3191392371,1.0963771143487954e-09,6899,5
10658_rep0,3,1529515420,3.519846864834829e-09,2437,1
10659_rep0,98,747875591,2.561548111351338e-09,7657,2
1065_rep0,19,6872184988,1.0116512554112478e-09,6718,1
10660_rep0,202,510735798,5.47375932423586e-09,8993,3
10661_rep0,12,1872797752,2.3391988149765413e-09,1140,6
10662_rep0,35,8352384019,7.476059768400008e-09,5408,4
10663_rep0,2,128019329,1.7281647159559346e-09,4676,1
10664_rep0,59,137651397,3.7243770662449812e-09,648,3
10665_rep0,1,6673900323,2.7705464722297273e-09,9427,3
10666_rep0,332,3083366181,8.706582580364063e-09,3912,45
10668_rep0,2,800482214,5.958929962731291e-09,7335,5
10669_rep0,150,1238830820,1.3953537415409823e-09,2730,1
1066_rep0,128,2954529244,3.179612546545526e-09,2285,3
10670_rep0,14,5326026306,4.404767826348832e-09,8439,5
10671_rep0,842,193638160,1.904737392880481e-09,1674,21
10672_rep0,1,223017880,4.650472721322454e-09,5148,2
10673_rep0,67,4598529807,1.9387103806383947e-09,4956,1
10674_rep0,6,1070813788,6.058344204914593e-09,9312,3
10675_rep0,380,922984286,1.4748592131913952e-09,764,9
10676_rep0,124,413856882,9.877403343729648e-09,2255,17
10677_rep0,2,2674924132,1.3080710826922844e-09,7858,1
10678_rep0,698,5796427938,4.0693241069380574e-09,3619,27
10679_rep0,16,159386377,3.1466243160204682e-09,6446,1
10680_rep0,437,110534275,6.585767327029002e-09,8623,25
10681_rep0,28,9619267983,1.5808964448301575e-09,1471,1
10682_rep0,77,2159259751,5.012980485019242e-09,6938,4
10683_rep0,4,441476701,2.0583002493421452e-09,3185,2
10684_rep0,10,648827239,3.332212834635646e-09,4174,1
10685_rep0,272,1768939209,2.517918370912996e-09,5910,4
10687_rep0,48,241149457,1.036774679274017e-09,9806,1
10688_rep0,2,248673413,7.257552896241976e-09,1398,3
1068_rep0,5,763595996,5.160535043411762e-09,8803,1
10690_rep0,11,1714498408,5.571091463152566e-09,3083,6
10691_rep0,193,623573722,2.3198338241797473e-09,6991,12
10692_rep0,109,427467275,3.401702738411942e-09,5847,8
10693_rep0,4,2073204562,2.6274069952888147e-09,4266,2
10694_rep0,607,9929026585,8.256765687724996e-09,9695,66
10695_rep0,24,115190150,1.092247855655507e-09,371,1
10696_rep0,958,164424813,4.498207402224947e-09,5028,39
10697_rep0,15,6030250737,1.8490659132893343e-09,5065,1
10698_rep0,168,2594391885,5.909601310403689e-09,865,13
1069_rep0,368,1181663759,2.1486115231709343e-09,1263,9
106_rep0,1,2774927884,3.3188547826072904e-09,9098,2
10700_rep0,7,894053354,8.930440520239107e-09,7921,5
10701_rep0,281,1027391649,1.155715865056396e-09,2163,3
10702_rep0,1,4749879940,3.7103486024929446e-09,6558,2
10703_rep0,49,232310966,2.8068305827067004e-09,3575,1
10704_rep0,20,201481012,4.216389211003811e-09,9528,1
10705_rep0,753,5495265324,3.0650822220128132e-09,594,34
10706_rep0,3,1189949575,9.762997946891753e-09,6265,8
10707_rep0,132,776286390,1.311875636744517e-09,3829,1
10708_rep0,377,343366164,6.249800937836392e-09,2841,48
10709_rep0,5,2987186669,1.4430431035706159e-09,7292,2
1070_rep0,1,5459254548,6.783558561837443e-09,5579,6
10710_rep0,66,6951136250,4.575849526824239e-09,1737,5
10711_rep0,1,142164532,1.953296746149797e-09,8347,1
10712_rep0,39,133259010,7.812318668138298e-09,6797,8
10713_rep0,1,8611611676,1.07424444928157e-09,3277,1
10714_rep0,221,1800124731,3.341902156368712e-09,7584,7
10715_rep0,9,495078902,2.4887535257361763e-09,2519,1
10717_rep0,90,1480746437,2.123345497660898e-09,9037,2
10718_rep0,28,3326230976,6.6353215813758965e-09,4614,5
10719_rep0,503,286629691,1.5555293731911158e-09,5500,6
1071_rep0,64,198495664,1.649303500825051e-09,4535,4
10720_rep0,159,294980408,5.258716920802937e-09,8144,8
10721_rep0,2,3422405118,2.2863634252950154e-09,1921,1
10722_rep0,886,1419570609,7.113679529424151e-09,7398,74
10723_rep0,13,688440974,1.675042036553847e-09,2716,1
10724_rep0,1,544941976,8.413248295067416e-09,4013,4
10726_rep0,8,7649808339,3.5991536082525872e-09,469,1
10727_rep0,314,118350396,2.6677878857880462e-09,9635,9
10728_rep0,12,146282449,5.8283298212153995e-09,5626,6
10729_rep0,214,7154987424,1.3396186433770806e-09,4507,4
1072_rep0,15,229640055,7.161949243711554e-09,8476,7
10730_rep0,2,2864141501,4.267640318473084e-09,8853,5
10731_rep0,37,329107283,1.813142556971697e-09,1232,5
10732_rep0,528,854814432,3.9147292455359084e-09,2413,24
10733_rep0,22,1309864346,2.8579666179924364e-09,7710,3
10734_rep0,93,4879389228,9.063711648482856e-09,3480,12
10735_rep0,3,178962909,1.223336204703425e-09,6613,3
10736_rep0,258,206988757,9.57476477422131e-09,187,32
10738_rep0,45,1137646055,3.97783775633427e-09,4392,1
10739_rep0,1,989786640,3.022482004634714e-09,5741,3
1073_rep0,985,4734738190,1.678722177367731e-09,1627,27
10740_rep0,26,379041347,4.844212681056059e-09,7194,2
10741_rep0,462,2472917186,1.982187127270138e-09,2900,7
10742_rep0,4,6184583686,6.364507524426437e-09,8599,4
10743_rep0,81,168669066,1.5223292485233147e-09,1524,2
10744_rep0,3,102676313,3.172300537396683e-09,3682,1
10745_rep0,118,8847274124,2.4390980612089733e-09,6432,2
10746_rep0,17,2294669723,7.700626596350568e-09,1960,5
10747_rep0,659,473296196,1.0138762631195464e-09,8105,10
10748_rep0,71,594411954,6.738313567006663e-09,9133,14
1074_rep0,2,1025980203,5.246635931909411e-09,7065,4
10750_rep0,399,3945899528,5.1720550796944755e-09,5249,12
10751_rep0,6,254978936,2.163266419301137e-09,4826,1
10752_rep0,196,256308169,6.792371849643541e-09,3505,9
10754_rep0,34,1626412852,5.155265651736672e-09,2137,4
10755_rep0,1,596839075,2.1514169049789567e-09,7977,2
10756_rep0,25,471371445,3.1835300966938767e-09,9271,4
10757_rep0,604,2306631853,2.453218833263798e-09,804,17
10758_rep0,4,8883399893,7.64147890011115e-09,5112,6
10759_rep0,106,102143833,1.0128911611854303e-09,4992,2
1075_rep0,173,884403246,2.2710338644148168e-09,3009,5
10760_rep0,2,169500515,4.8502925126542795e-09,368,1
10761_rep0,172,6161171582,1.9980893225846833e-09,9764,4
10762_rep0,14,2460786727,6.329645116934091e-09,4210,3
10763_rep0,966,380481670,1.5173874789228438e-09,5874,12
10764_rep0,49,986039710,9.630196441561561e-09,7052,10
10765_rep0,1,1143254008,1.2488502058756684e-09,3072,2
10766_rep0,275,4249128435,3.973972709392395e-09,8742,14
10768_rep0,135,177834808,3.902188381152467e-09,5449,11
10769_rep0,3,4893809334,2.8423897582867103e-09,4635,2
1076_rep0,288,394751697,3.6071955461634846e-09,4341,17
10770_rep0,756,1318173564,9.136837025449206e-09,9029,151
10771_rep0,20,852295664,1.224902510803096e-09,1103,1
10772_rep0,1,330079863,5.783315339351138e-09,2551,3
10773_rep0,66,2846086949,1.3382802744623683e-09,7544,4
10774_rep0,5,7133905017,4.2825545689779374e-09,3343,1
10775_rep0,370,147210407,1.823593422528324e-09,6781,7
10776_rep0,9,117637554,8.367393535198909e-09,8325,6
10777_rep0,225,7670250967,1.147894332812629e-09,1788,3
10778_rep0,1,1993862198,3.6037617759929022e-09,7217,2
10779_rep0,39,543489587,2.689311338334335e-09,2848,2
10780_rep0,499,690280675,5.253463244922433e-09,3870,21
10781_rep0,29,1411020277,2.268704961433507e-09,6234,1
10782_rep0,88,3413284014,7.1546823710451505e-09,612,12
10784_rep0,14,288124546,4.8765994150449456e-09,6655,4
10785_rep0,881,3312697164,2.1158578939447173e-09,3449,24
10786_rep0,2,1473063940,6.641782322564212e-09,7727,4
10787_rep0,156,720888466,1.567568002214226e-09,2348,3
10788_rep0,319,493064501,7.802534509753139e-09,1210,57
1078_rep0,50,5941736411,8.357114093310008e-09,142,8
10790_rep0,56,8646794457,3.3603049893155603e-09,4432,3
10792_rep0,37,142865647,6.227762276446316e-09,9666,3
10793_rep0,2,6924807348,1.4347353460393564e-09,428,1
10794_rep0,209,2972527126,4.611263125783056e-09,6127,13
10796_rep0,3,773345961,4.182827745409723e-09,2665,5
10797_rep0,94,1195817939,3.0612435351829403e-09,7419,3
10798_rep0,21,5516159324,9.794804376070145e-09,1914,3
10799_rep0,533,200492256,1.3190997006517935e-09,8219,7
107_rep0,63,321847568,2.506042039709242e-09,1016,3
10800_rep0,1,230846067,8.93936150717169e-09,4886,4
10802_rep0,10,1033911216,3.6890889785932294e-09,1008,1
10803_rep0,253,891416977,2.7970526295144312e-09,9087,17
10804_rep0,83,398751302,4.522863320598873e-09,8102,4
10806_rep0,465,6012469408,5.902038161425581e-09,6376,32
10808_rep0,653,114496095,3.4281836832747e-09,1536,19
10809_rep0,17,9955582184,2.6300316886426782e-09,8539,3
1080_rep0,33,113817798,4.277017208472021e-09,5301,2
10810_rep0,116,2085772028,8.228001977077771e-09,2946,24
10812_rep0,6,625241431,7.2808692467816384e-09,5671,6
10813_rep0,408,1704167871,1.7744995300047852e-09,4394,9
10814_rep0,1,3836710263,5.526510092044333e-09,9871,4
10815_rep0,72,250180844,2.316864864796501e-09,242,1
10817_rep0,52,3714388540,2.509744730109658e-09,1638,4
10818_rep0,7,1776160672,8.030216908797846e-09,7076,2
10819_rep0,289,645463258,1.0450922559650207e-09,3018,1
1081_rep0,1,9904332177,1.8254453606056223e-09,4793,2
10820_rep0,163,443777529,6.5793682978512284e-09,4351,4
10821_rep0,2,2150480547,1.56875373343415e-09,5782,1
10822_rep0,912,9569395855,5.042002385105696e-09,151,62
10824_rep0,640,158782798,9.845339502704292e-09,5290,93
10825_rep0,24,5825006252,1.3009059887905355e-09,4784,1
10826_rep0,112,2685092378,4.101970357446644e-09,9169,8
10827_rep0,4,411826455,3.1505735264059486e-09,935,3
10828_rep0,11,927534809,4.614752933530013e-09,2074,2
10829_rep0,187,1066758622,1.9368266918539456e-09,7992,13
1082_rep0,187,2068902102,5.7892529042403405e-09,9178,6
10830_rep0,2,4575969076,6.079790008894984e-09,3800,2
10831_rep0,33,223865650,1.4833976770988736e-09,6314,1
10832_rep0,30,194210147,5.966559464500288e-09,510,10
10833_rep0,474,5292457610,1.4066113194771204e-09,9594,5
10834_rep0,5,1235182174,4.380760503152133e-09,4049,5
10835_rep0,83,805559439,1.8986355686989742e-09,6026,4
10836_rep0,239,355566146,3.745844162471692e-09,7512,2
10838_rep0,42,6716231615,8.69788434397048e-09,8263,11
1083_rep0,10,423031669,1.3365408843559275e-09,945,2
10840_rep0,62,128361546,5.517921222752879e-09,3367,5
10842_rep0,350,1867804864,7.452110155081303e-09,2294,28
10844_rep0,3,743369954,8.178505905612018e-09,8812,5
10845_rep0,143,1533603910,1.1026965787380483e-09,1273,1
10846_rep0,19,3210735596,3.492661704124578e-09,5589,1
